,Variable 0,Variable 1,Variable 2,Sujeto,Año
1079,-0.344844,-1.1601427,0.6780195,3776,2
1080,-0.34771308,-1.6831129,0.9325625,3776,4
1081,0.6566955,0.60261285,1.0939895,3777,0
1082,0.12010166,0.19405495,0.8110934,3777,1
1083,0.5693492,0.5130378,1.0108345,3777,2
1084,0.856012,-0.41375664,1.672752,3777,4
1085,-0.0622719,0.16129051,1.3996933,3778,0
1086,-0.17670062,-0.12356174,1.3769146,3778,1
1087,-0.044545427,-0.013794318,1.5228188,3778,2
1088,-0.29845136,-0.38902426,1.4043624,3778,4
1089,-1.0984211,0.45531985,0.49830836,3779,2
1090,-0.04056398,-0.28880727,0.9806552,3780,0
1091,0.24471948,-0.4733395,1.3149731,3780,1
1092,-0.2910649,-0.62301224,0.92940176,3780,2
1093,0.12740181,0.04480332,0.6789601,3781,0
1094,0.07321665,0.30392286,0.5733036,3781,1
1095,0.2509179,0.5816995,0.8415936,3781,2
1096,0.9069134,-0.51153016,0.9853759,3781,4
1097,-0.49388266,0.3953383,0.4144983,3782,0
1098,-0.28814632,0.82814306,1.0049077,3783,0
1099,-1.0088636,-1.1910217,1.777785,3783,2
1100,-0.87226725,-0.2964947,0.54323417,3784,0
1101,-0.6894472,-0.119722515,0.4262553,3784,2
1102,0.31199375,0.1934576,0.5467822,3785,0
1103,0.24057293,0.21848121,0.6861206,3785,1
1104,-0.026002303,0.26380885,0.116420716,3785,4
1105,-1.29582,0.52911603,0.38144714,3787,0
1106,-1.2338164,0.7914728,0.26572245,3787,1
1107,-1.2727469,0.61874974,0.3767574,3787,2
1108,-0.33713895,-1.3458741,0.97629815,3787,4
1109,-0.48706815,0.86612195,0.024739496,3788,0
1110,-0.22423151,-0.85035557,0.60929585,3788,1
1111,1.2234535,0.17921844,1.592546,3789,0
1112,0.82331556,0.147163,1.9158006,3789,1
1113,0.025775656,1.3437905,2.264823,3789,2
1114,0.662127,-0.67666215,1.4591709,3789,4
1115,0.8647664,0.9247871,0.77911913,3790,0
1116,-0.78148377,-1.9023354,2.4233286,3790,2
1117,0.99373376,0.84074247,1.9233918,3791,0
1118,2.3449936,-3.109231,2.0746202,3791,2
1119,2.7148566,-2.5279813,1.9656351,3791,4
1120,1.0780272,1.440543,0.8541119,3792,0
1121,1.7628281,-0.67325604,1.234144,3792,1
1122,1.3486079,-2.7974997,2.6636655,3792,2
1123,1.047461,-2.3154767,1.6537166,3792,4
1124,-0.9412866,0.35645235,0.19583087,3793,0
1125,-0.8343843,0.48003447,0.12331156,3793,1
1126,-1.148659,0.13590363,0.55586344,3793,2
1127,-0.7765881,0.5005398,0.47589165,3793,4
1128,-0.7264756,-0.95891875,0.50680506,3794,0
1129,-0.45027953,-1.1612257,0.8156706,3795,0
1130,-0.1367263,-1.2127528,0.9134878,3795,1
1131,-0.18704586,-0.9575774,1.1046125,3795,2
1132,-0.38796362,-1.1455656,0.90269595,3795,4
1133,0.24922842,0.99746656,-0.33298337,3796,0
1134,-0.6849245,2.1526577,-0.9375821,3800,0
1135,0.3753089,0.52111524,1.0098555,3802,0
1136,0.3997342,0.28217778,1.2051586,3802,2
1137,0.20415649,0.8970311,1.2527739,3802,4
1138,-0.36416137,1.9890565,0.59815913,3803,1
1139,-0.30448508,1.9364622,1.5559446,3804,1
1140,0.18233213,1.588212,1.1349064,3805,1
1141,1.0929794,0.76017547,2.2508903,3806,1
1142,-0.32900593,1.1292266,1.193698,3807,1
1143,-0.24116312,2.314785,-0.4411416,3808,0
1144,-0.50840455,2.1875417,-0.3188407,3808,2
1145,-0.5810782,2.072949,-0.30498677,3808,4
1146,0.46153814,2.0645258,0.31400147,3811,1
1147,-0.27011913,2.5002756,1.2655898,3812,1
1148,0.2608242,2.3006337,0.13588054,3813,1
1149,0.39749938,0.6575331,0.17240347,3814,1
1150,0.15333068,0.3274454,1.135587,3814,2
1151,0.40712756,0.37380955,0.4718003,3815,0
1152,0.46154606,0.72768754,0.8186614,3815,1
1153,0.21742402,0.27373478,0.3091529,3815,2
1154,0.44671184,0.5089313,0.24570182,3815,4
1155,0.25025403,1.9399872,0.2610728,3816,1
1156,0.91244483,2.646388,0.73810685,3817,1
1157,0.85374916,1.4909376,2.4263062,3818,0
1158,1.2451171,0.2854128,1.7478883,3818,1
1159,0.886729,1.2676497,2.8282065,3818,2
1160,-0.09201974,0.86027646,1.8526248,3819,0
1161,-0.09419347,1.3779404,1.8712574,3819,1
1162,-0.025033519,1.4584799,2.323824,3819,2
1163,0.49231428,1.29966,2.3839934,3819,4
1164,-0.043373972,-0.09454044,0.7324385,3820,0
1165,0.46935165,0.2228684,1.1105614,3820,2
1166,-0.66343004,0.26595372,0.5880438,3821,0
1167,-0.37446597,0.35747528,0.80354506,3821,2
1168,0.32031834,0.89022356,1.3903188,3822,0
1169,0.18547271,1.1684214,1.4905152,3822,1
1170,0.29521006,1.1392782,1.3934873,3822,2
1171,0.714728,1.1292866,1.1491818,3822,4
1172,-0.44694716,0.883284,1.0149254,3823,0
1173,-0.6130805,0.8458865,0.9805358,3823,1
1174,-0.6803681,0.64059204,1.0374432,3823,2
1175,-0.57089245,0.014384985,1.1746715,3823,4
1176,-1.514793,0.06431569,0.47046396,3824,0
1177,-1.7549086,0.7894501,0.48855126,3824,1
1178,-1.680064,0.85760915,0.6770249,3824,2
1179,-1.9812042,0.8576491,0.5468902,3824,4
1180,-0.28504962,0.12193596,1.1991966,3825,0
1181,0.45083758,0.38385913,1.1617302,3825,1
1182,0.08716574,0.028362699,1.2918525,3825,2
1183,-0.24939093,0.18520942,1.125958,3825,4
1184,-0.026573658,1.7429054,0.4574876,3826,0
1185,0.3030885,1.2898922,0.7743342,3826,1
1186,0.28876603,1.1925832,0.79169875,3826,2
1187,0.40030771,1.0381823,1.1221268,3826,4
1188,-1.3923739,0.53299654,0.32300496,3827,0
1189,-1.2514621,1.2828431,0.28720528,3828,0
1190,-1.3480179,1.3993345,0.26218244,3828,1
1191,-1.3815055,1.0678827,0.42949238,3828,2
1192,-0.48240072,-0.8045471,0.34891927,3828,4
1193,-1.5849171,0.82582587,0.44681284,3829,0
1194,-1.6881181,1.1562394,0.4745233,3829,1
1195,-0.4379478,-1.8186687,1.0398265,3829,2
1196,-1.3722153,0.60995984,0.7626187,3829,4
1197,-1.5084236,2.035346,0.6990038,3830,0
1198,-1.4784375,2.1059475,0.7515624,3830,1
1199,-1.4048668,1.7294868,0.7926513,3830,2
1200,-1.4607759,2.0481865,0.5486288,3830,4
1201,-0.30594575,1.5186197,-0.21272653,3831,0
1202,-0.39852616,1.6120191,-0.2673337,3831,1
1203,-0.48203915,1.6812289,-0.296968,3831,2
1204,-0.47406146,1.4239647,-0.2669185,3831,4
1205,0.32210293,1.4394324,0.29206657,3832,0
1206,0.9441174,-0.36178336,1.1941775,3832,1
1207,0.58369064,0.80606586,0.7969321,3832,2
1208,1.3997988,0.81046855,0.5371525,3832,4
1209,-0.19740322,-0.71648264,0.315113,3834,0
1210,-1.3687929,0.38910308,0.42953983,3834,1
1211,-1.5842979,0.5378711,0.6066176,3834,2
1212,0.0048730522,-0.8149655,0.5127881,3834,4
1213,0.06300403,1.8009189,0.4652184,3835,0
1214,-0.14186853,1.5041306,0.5107818,3835,1
1215,0.032301635,1.7377783,0.43654975,3835,2
1216,-0.12052871,1.643432,0.5344112,3835,4
1217,0.78236413,2.7607458,1.0521473,3836,0
1218,0.5640731,2.797256,0.7405237,3836,2
1219,-0.5192779,1.465309,0.28919584,3838,0
1220,-0.7113363,1.466143,0.32211018,3838,1
1221,-0.6758703,1.3735807,0.33297634,3838,2
1222,-1.1154841,0.6812277,0.60536224,3838,4
1223,-0.6329582,0.91461676,1.3216405,3850,0
1224,-1.2392565,0.42306444,1.239886,3851,0
1225,-0.2753864,0.38223827,0.7128786,3852,0
1226,-0.024105735,2.244169,1.4411851,3853,0
1227,-0.5699159,0.5688154,0.4933647,3854,0
1228,-0.3535092,-0.06559732,0.74739045,3855,0
1229,-0.99013424,0.058622155,0.9529422,3856,0
1230,-0.8741231,-0.86444116,0.90520334,3856,1
1231,-0.6813559,0.04076429,1.0500813,3856,2
1232,-0.7890774,-0.16833885,1.0012994,3856,4
1233,-0.51504993,0.261963,0.66211975,3856,5
1234,-0.62800384,1.3661609,0.93671983,3857,0
1235,-0.5635273,-0.8570948,0.69301933,3858,0
1236,-0.56644964,0.79286915,1.0239897,3859,0
1237,-1.4310781,0.18804216,1.9506421,3860,0
1238,-1.3147293,0.5050274,2.09322,3860,2
1239,-0.9824525,-0.3033129,1.2174921,3861,0
1240,-0.9274443,0.21090202,0.96006083,3861,2
1241,-1.0452703,-0.15482734,1.019922,3862,0
1242,-0.76364243,-0.086613834,1.1808386,3862,2
1243,-0.8157459,-0.17834595,0.8235687,3863,0
1244,-0.9479235,0.28132164,1.318793,3865,0
1245,-1.1268874,0.18759868,1.3164445,3865,2
1246,-0.55790985,-0.2807632,0.93804663,3866,0
1247,-0.116697796,0.12614234,1.6212546,3866,1
1248,-0.3987537,-0.80993193,0.6406234,3867,0
1249,0.0297368,-1.3518889,0.72551954,3868,0
1250,-0.045726966,-1.3136057,0.49748915,3868,1
1251,0.21919897,0.15633851,1.1988734,3869,0
1252,0.40541452,-0.42434838,0.8124805,3869,1
1253,0.097990386,-0.12958443,0.8431569,3869,4
1254,-1.5641874,0.31430882,1.3339779,3870,0
1255,-1.0304164,0.17273438,1.648303,3870,2
1256,-0.17805801,1.1243702,-0.11186974,3871,0
1257,-0.08008292,1.1145147,-0.12920123,3871,1
1258,0.4455817,1.1714728,0.47223693,3900,0
1259,0.38291234,1.1216962,0.724675,3900,1
1260,0.163297,1.0902838,0.68451893,3900,2
1261,0.4648791,-0.053999368,0.8779651,3901,0
1262,0.18385454,-0.09011563,0.5089242,3902,0
1263,0.63353586,2.2735198,0.94546163,3902,2
1264,0.24041274,-0.46500385,0.60591537,3903,0
1265,0.16851912,-0.44434905,0.24708903,3903,1
1266,0.43543193,-0.6894667,0.37676638,3903,2
1267,0.579581,2.5391443,0.69399893,3904,0
1268,2.168576,-0.6248309,0.22403817,3904,1
1269,2.3980606,-0.24940634,0.10916137,3904,2
1270,0.6712135,0.0976663,1.4286779,3905,0
1271,1.1102009,0.22555287,1.071365,3905,1
1272,0.813414,0.25122306,1.6745389,3905,2
1273,-0.9578679,-1.2996515,0.55181074,3907,0
1274,0.4165126,1.7161446,0.42334175,3908,0
1275,0.24246298,2.666129,-0.16158146,3910,0
1276,0.012562901,1.9260066,0.110096894,3910,1
1277,2.049069,0.0129179135,0.613935,3910,2
1278,0.0015781224,0.1063395,1.6530278,3911,0
1279,0.62142336,-0.20298332,1.4175593,3911,1
1280,0.35917634,-0.058621474,1.8483889,3911,2
1281,-0.64961576,1.1649188,-0.11313732,3914,0
1282,-0.47651696,1.0431778,-0.05577799,3914,1
1283,-0.7779338,1.3262668,0.05690137,3914,2
1284,-0.58905685,0.4084105,0.31594718,3915,0
1285,-0.865546,0.263185,0.60699,3915,2
1286,0.24270046,0.3630929,-0.15027711,3916,0
1287,-0.01200954,0.1447463,-0.004006764,3916,1
1288,-0.17076682,0.1655412,-0.0790446,3916,2
1289,-0.36437523,1.2377411,-0.026639253,3917,0
1290,0.7003095,2.0829515,0.31178987,3950,0
1291,0.028418887,0.3737212,0.6032963,3951,0
1292,-0.3465248,0.14189446,0.67219293,3951,1
1293,0.30926085,0.8804401,0.13865739,3951,2
1294,-0.47950453,1.4532592,0.7244422,3952,0
1295,-0.30000204,0.44353426,0.5468994,3953,0
1296,-0.42886552,-0.013112437,0.27007857,3953,2
1297,0.56485224,-1.9870622,0.08750096,3953,4
1298,0.047225088,0.9379958,0.2731053,3954,0
1299,-0.1544995,0.5043873,0.4727601,3954,1
1300,-0.09792605,0.5102216,0.52705806,3954,2
1301,0.67353874,-1.5226554,0.70141226,3954,4
1302,-1.13885,-0.050457332,0.82442915,3955,0
1303,0.46380794,0.7282237,0.17057462,3956,0
1304,0.16709206,0.5083748,0.2317357,3956,2
1305,0.7525294,0.45853645,0.051494315,3957,0
1306,1.3380842,0.4150437,0.060831986,3957,1
1307,1.0951176,0.52373254,0.07192995,3957,2
1308,0.37998858,-1.1562729,0.489598,3957,4
1309,-0.9286152,-0.02126158,1.6241595,3958,0
1310,-0.77649266,0.09090616,0.97641206,3959,0
1311,0.555949,0.8368453,0.206976,3960,0
1312,0.38516644,1.0211885,0.016708076,3960,1
1313,0.1244466,1.1264824,-0.09990018,3960,2
1314,0.8095515,-1.5197014,0.407035,3960,4
1315,-1.3016815,-0.9859927,1.0949876,3961,0
1316,-1.157225,-0.8067162,0.8294179,3961,1
1317,-1.1331842,-0.8588331,0.7945381,3961,2
1318,-0.7324737,-1.3811805,0.10614898,3961,4
1319,0.9589047,0.3183666,-0.18591894,3962,0
1320,-0.89346683,-0.99609524,1.1530626,3963,0
1321,-0.874256,-0.79135025,1.1489656,3963,1
1322,-0.87527597,-0.84894985,1.1528881,3963,2
1323,-0.19743195,-0.13749579,0.45797682,3964,0
1324,-0.31606543,-0.052948292,0.4666509,3964,1
1325,-0.25967926,-0.6321492,-0.30522233,3964,4
1326,0.8488537,-0.13877602,-0.041032236,3965,0
1327,-0.6761806,0.17389433,0.7991295,3966,0
1328,-0.7749122,-0.04275125,0.95604926,3967,0
1329,0.8363413,0.047840856,-0.23544517,3968,0
1330,0.94425124,-0.24523906,-0.44230855,3969,0
1331,0.7574887,0.17877688,-0.25776434,3970,0
1332,0.95645684,-0.17109457,-0.035984248,3970,1
1333,-0.018369406,-0.96852744,0.083579496,3970,4
1334,2.5907803,0.8954867,-2.3295312,3972,0
1335,2.7309961,0.077370435,-1.9502774,3972,1
1336,1.3727736,-1.410391,-0.9082041,3972,2
1337,1.251315,1.0578653,0.2844734,4001,0
1338,1.3466963,1.0944436,0.4277203,4001,1
1339,1.4107616,1.0125178,0.24855894,4001,2
1340,0.6454885,-0.9774586,1.1040868,4001,4
1341,-0.52025586,0.72326034,0.9754746,4004,0
1342,0.99219215,1.4720929,-0.058287844,4005,0
1343,1.5337977,1.4430665,0.02292282,4005,1
1344,2.0637226,-0.20178288,0.6410647,4005,2
1345,0.900532,-1.9800406,1.0978128,4005,4
1346,0.31710348,-0.12213291,0.080817066,4006,0
1347,-0.6708048,-0.011458416,0.7572978,4009,0
1348,-0.98186266,0.2936602,1.0564604,4010,0
1349,-0.58873326,0.43115318,0.5138563,4011,0
1350,-0.6307455,0.7114003,0.60034305,4011,1
1351,-0.40551764,0.5785766,0.67313164,4011,2
1352,-0.61872596,0.5980574,0.56975406,4011,4
1353,-0.7772912,-0.61362886,1.1421825,4012,0
1354,-0.49237093,-0.17928891,1.431927,4012,1
1355,-0.4766301,-0.46305275,1.0705149,4012,2
1356,-0.80164474,-0.32927725,1.1716561,4012,4
1357,0.37427127,1.299849,0.84664166,4013,0
1358,0.14088832,1.029167,1.1813047,4013,2
1359,0.629431,-0.46170717,-0.23632182,4016,0
1360,-0.5011835,0.11960709,0.8588339,4018,0
1361,-1.3668057,0.83613235,1.0806055,4019,0
1362,-0.54334635,-0.9545007,1.4687346,4019,1
1363,-1.3482592,0.992674,1.1969839,4019,2
1364,-1.6720049,0.9987091,1.0918863,4019,4
1365,0.6416334,-0.33115724,1.6632538,4020,0
1366,0.7757754,-0.41957325,2.062548,4020,1
1367,0.7705643,-0.07918367,1.6049285,4020,2
1368,0.7032214,-0.47866273,1.966661,4020,4
1369,-0.46038187,1.5295248,0.87983614,4021,0
1370,-0.034469426,1.6201335,1.032488,4021,1
1371,-0.02652049,1.4426401,1.6797314,4021,4
1372,-0.2971284,0.14760223,1.4714925,4022,0
1373,-0.24679501,0.055274535,0.8526784,4022,1
1374,-0.06034176,-0.054102946,1.1927397,4022,2
1375,0.028705657,1.6052055,1.1022741,4023,0
1376,0.62805706,1.3456727,1.1539416,4023,2
1377,0.10320711,0.84139526,0.36954436,4024,0
1378,0.6703445,0.7912996,0.3086494,4024,1
1379,0.50289977,0.9215636,0.76807374,4024,2
1380,0.20565125,1.2842873,1.1931763,4025,0
1381,0.50837743,1.7385491,1.0857493,4025,1
1382,0.3236734,1.4946406,0.9685136,4025,2
1383,0.6103081,1.8383865,1.365073,4025,4
1384,0.18088715,1.3179075,0.69101757,4026,0
1385,0.054314777,0.8312291,1.0508574,4026,1
1386,0.48029006,1.1996739,0.8568784,4026,2
1387,0.93315196,0.4408229,0.24395332,4027,0
1388,1.2975755,0.2513553,0.5702767,4027,1
1389,0.9577516,0.55738235,0.24339755,4027,2
1390,1.0162852,0.11693822,0.745713,4027,4
1391,0.4005792,1.4508849,0.0654248,4029,0
1392,0.25262275,1.529576,0.21477498,4029,1
1393,0.10456626,1.6417654,0.2715092,4029,2
1394,0.119288355,1.4470651,0.21728373,4029,4
1395,1.4621613,0.7944019,0.4210135,4030,0
1396,1.009947,0.69941694,0.28723603,4030,1
1397,1.2802557,0.53897274,0.5062411,4030,2
1398,1.0345744,0.75801337,0.4104865,4030,4
1399,-0.504946,0.9640044,0.74397814,4031,0
1400,-0.20932738,1.1956561,0.4485672,4031,2
1401,1.1977695,0.53947407,0.16885552,4032,0
1402,-1.3262402,1.1714725,1.161591,4033,0
1403,-1.1248689,1.246733,1.2865188,4033,1
1404,-1.3172498,1.131357,1.3420368,4033,2
1405,-1.5955797,1.3161154,1.2934792,4033,4
1406,0.19137931,0.9174939,0.9033872,4034,0
1407,0.2033004,0.95527154,1.3601102,4034,1
1408,0.16206011,0.78237146,1.1147988,4034,2
1409,0.32192722,0.94443417,1.458955,4034,4
1410,0.1889587,0.78467584,1.1021305,4035,0
1411,0.076164246,0.8684486,1.0785954,4035,1
1412,0.3172915,0.6719343,1.0038058,4035,2
1413,0.40063754,0.9151958,1.4519353,4035,4
1414,-0.06381822,0.8241424,-0.12783177,4036,0
1415,-0.2892704,0.24421088,-0.67114466,4037,0
1416,0.0149087915,-0.094797894,-0.3972102,4037,1
1417,-0.29667386,0.6134815,-0.34671715,4038,0
1418,-1.5641683,0.9340343,0.84478474,4038,1
1419,-0.34270063,0.8657228,-0.18936644,4038,2
1420,-0.45653278,0.8241828,-0.15973803,4038,4
1421,-0.12924837,1.1027675,1.1423838,4051,0
1422,-0.018232256,1.643445,1.5220727,4051,1
1423,0.5437819,0.7069665,1.4174048,4051,2
1424,0.9292021,0.03779441,1.2164682,4051,4
1425,1.1463587,1.7394041,2.2902088,4052,0
1426,2.5006957,0.34052473,2.3677833,4052,1
1427,2.1775959,-0.49480498,3.0377283,4052,2
1428,1.2738289,2.1180155,0.61893547,4053,0
1429,1.6118171,-0.41082862,0.9632708,4053,2
1430,-0.011946648,0.3980666,-1.0724522,4054,0
1431,0.2313349,0.32677662,-0.585296,4054,1
1432,0.22141853,0.48676792,-0.5285198,4054,2
1433,0.5582239,0.9813894,1.0478331,4055,0
1434,1.3947511,1.1384851,1.1983061,4055,1
1435,2.0769496,0.22885685,1.1516427,4055,2
1436,2.118628,1.8626431,-0.13167901,4056,0
1437,2.4033837,1.4034202,0.11898112,4056,1
1438,2.810162,1.6633015,0.63514197,4056,2
1439,1.5142088,1.5448847,0.4023245,4057,0
1440,1.2958084,1.7685,0.6546994,4057,1
1441,1.1907344,1.4263898,0.7037492,4057,2
1442,0.5065956,0.81634295,1.0381134,4058,0
1443,0.6519238,1.3210176,0.95152694,4058,1
1444,0.70133656,1.0581865,1.2220098,4058,2
1445,1.1605062,1.7758585,1.31518,4059,0
1446,0.8455657,1.4651648,1.1429938,4059,1
1447,2.4613056,0.14780605,0.9106776,4059,2
1448,-1.5405239,-1.071759,0.24358591,4064,0
1449,-1.6637372,-1.47218,0.41334045,4064,2
1450,0.30691117,0.07507722,1.1701305,4065,0
1451,0.63975626,-1.0126802,0.5930643,4065,1
1452,0.790444,0.20143655,0.7231557,4066,0
1453,0.21396653,1.207633,0.061563246,4067,0
1454,1.0019919,0.6707871,1.4302632,4070,0
1455,0.72447485,0.5002071,1.3312076,4070,1
1456,1.3464276,-0.4934603,1.67871,4070,2
1457,0.9545965,-1.053696,1.1143416,4070,3
1458,0.9431944,0.9101511,0.5380822,4071,0
1459,1.3506911,-0.9408309,1.2306226,4071,1
1460,0.9254846,-0.5663132,1.000004,4071,2
1461,1.004055,-0.9582134,1.247674,4071,4
1462,0.38975394,1.7089008,0.8029055,4072,0
1463,0.917611,-1.339406,1.6271292,4072,1
1464,1.1743639,0.15973508,1.474348,4072,2
1465,0.11162877,0.1637204,1.3278289,4073,0
1466,-0.16845459,0.7103077,1.2760726,4073,1
1467,0.6851682,0.54728186,2.0965464,4073,4
1468,0.5328302,-0.19538075,1.7840223,4073,5
1469,-0.13628039,-0.2955084,-0.14249618,4074,0
1470,-0.17577484,-0.23331784,0.075358205,4074,1
1471,-0.09311011,-0.16161817,-0.08202972,4074,2
1472,-0.59379554,-0.062496252,1.3021451,4075,0
1473,1.1806706,-0.1024286,0.12139141,4076,0
1474,1.1759088,-0.1090641,0.14584547,4076,1
1475,1.3721021,0.020820968,0.07633118,4076,2
1476,0.5777344,1.702096,0.6885431,4077,0
1477,0.60236406,1.0457685,0.48290473,4077,1
1478,0.42104083,0.8691896,0.8240506,4077,2
1479,0.62866014,0.96477705,0.7921125,4077,4
1480,1.0894196,0.5033553,-0.09818613,4078,0
1481,1.3160185,-0.98463196,0.07637918,4078,1
1482,1.167481,0.82274586,-0.3334596,4078,2
1483,1.1602354,0.73225254,-0.19841239,4078,4
1484,-0.60731053,-0.0036274393,0.35744053,4079,0
1485,0.034653746,1.825969,0.038189802,4090,0
1486,1.889297,1.4429802,1.9895751,4091,0
1487,1.4449847,0.8830176,1.7800524,4091,1
1488,2.0214958,0.4481485,1.4895669,4091,2
1489,2.719353,-0.0016408712,1.4523739,4091,4
1490,1.3185185,0.92684835,1.5140438,4092,0
1491,1.1440239,1.2798389,1.5007565,4092,1
1492,1.6152416,-0.15659988,1.9787822,4092,2
1493,1.0974646,-0.64542335,1.9656999,4092,4
1494,0.018109769,0.6800173,1.8679698,4093,0
1495,0.18323253,0.9384836,1.5441226,4093,1
1496,-0.2882977,-0.040010326,1.446093,4093,2
1497,-1.2683575,0.33904868,0.14790349,4094,0
1498,-1.3824402,0.112774454,-0.069644585,4094,1
1499,-1.3729264,0.22822495,0.09593835,4094,2
1500,1.1620877,2.0861335,0.27573383,4096,0
1501,0.7956905,2.1063106,0.7024663,4096,1
1502,0.47423849,-0.88916284,1.5595415,4096,2
1503,-0.25079474,0.23013328,-0.8971779,4098,0
1504,0.09253347,0.3994261,-0.8893214,4098,1
1505,-0.27273065,-0.0050570033,-0.6136164,4098,2
1506,0.21842767,0.50765264,-1.1179075,4098,4
1507,0.3956195,0.31724,0.8664049,4099,0
1508,0.031064421,0.40360242,0.8572533,4099,1
1509,0.4023095,0.2644441,0.8436569,4099,2
1510,0.42878217,0.41698903,1.2768182,4099,4
1511,0.47024608,1.6214237,0.15511726,4100,0
1512,0.34413853,1.0102862,1.6144375,4101,0
1513,1.9935493,0.14601299,0.78218055,4101,1
1514,1.1848934,0.16638523,1.1990681,4101,2
1515,0.56334484,0.66497123,-0.55505997,4102,0
1516,0.95794064,0.808336,-0.7761111,4102,1
1517,0.89829123,0.87478155,-0.865912,4102,2
1518,0.79510933,0.7702868,-0.6945364,4102,4
1519,0.36858934,0.002084896,0.60975444,4103,0
1520,0.059385184,0.3436792,0.64411104,4103,1
1521,0.7132953,-0.6206094,0.70051837,4103,2
1522,0.5228299,-0.5126953,0.6378644,4103,4
1523,0.94608146,2.8325639,-0.18843426,4104,0
1524,2.697515,3.0956018,-0.5335215,4105,0
1525,1.5970242,0.6903953,0.4834262,4106,0
1526,0.6559065,0.75494206,0.65958744,4106,1
1527,0.8443387,-0.41836727,0.8197699,4106,2
1528,0.96196425,0.49468553,0.4660972,4106,4
1529,2.6578708,1.9784395,1.2460535,4107,0
1530,2.421872,1.8608117,0.9637457,4107,1
1531,2.9066803,-0.6129175,1.8889796,4107,2
1532,1.7637132,0.622649,0.31694716,4108,0
1533,1.7734616,0.70264006,0.12067917,4108,1
1534,1.9314101,0.5453105,0.1883992,4108,2
1535,1.9846928,0.6078433,0.112367675,4108,4
1536,1.9684937,0.5623941,-0.1089688,4109,0
1537,1.8477292,0.7555359,-0.2921552,4109,1
1538,1.9989033,0.5363201,-0.1196726,4109,2
1539,2.1431458,0.07728998,0.06186579,4109,4
1540,1.7136141,1.1355058,0.28834838,4110,0
1541,2.3974817,0.21339512,0.5021353,4110,1
1542,1.9375663,1.4556283,0.492497,4110,2
1543,2.1886237,-0.07517581,0.5582838,4110,4
1544,1.2174385,1.0387807,-0.06764744,4111,0
1545,0.88194853,1.7893897,-0.38198072,4111,1
1546,0.5143141,1.4199812,0.07749997,4111,2
1547,1.0409292,-0.8136189,0.43520457,4111,4
1548,-1.0399477,0.2907599,-0.2744387,4112,0
1549,-1.1403683,0.6134815,-0.4736063,4112,1
1550,-1.1918842,0.69554,-0.3010781,4112,2
1551,-0.2573437,0.5322206,0.06725212,4113,0
1552,-0.7516427,0.8734425,1.0510877,4113,1
1553,-0.15904656,0.6500583,0.062470816,4113,2
1554,1.0087734,1.9188966,-1.7147036,4114,0
1555,0.7658204,1.7490134,-1.5523288,4114,1
1556,0.6544258,1.502359,-1.4612855,4114,2
1557,0.2441749,0.44199237,-0.38106543,4115,0
1558,0.34562197,0.49560875,-0.3298099,4115,1
1559,0.32994664,0.23385108,-0.1653592,4115,2
1560,0.291263,1.0975229,-0.7381024,4116,0
1561,-0.13478996,0.49782568,-0.4107545,4117,0
1562,-0.5386946,-0.00764909,-0.27569813,4117,1
1563,-0.1575001,0.5176519,-0.44139883,4117,2
1564,-0.6843718,-0.3570043,-0.14600362,4117,4
1565,0.091201305,0.8815263,-0.109717995,4118,0
1566,-0.3031151,0.26522538,0.4861463,4120,0
1567,0.24520704,0.13444579,0.6226851,4120,1
1568,0.12319934,0.5194363,0.71036446,4120,2
1569,2.0027966,0.8017707,0.96906567,4121,0
1570,-0.49525476,-0.8721536,0.7871443,4121,1
1571,2.0290754,0.763954,1.3244491,4121,2
1572,0.86543226,-0.9518881,-0.41929147,4122,0
1573,0.6608325,-0.8154819,-0.19412087,4122,1
1574,0.93421113,-0.75526315,-0.34038442,4122,2
1575,-0.11230247,0.5366299,-0.36449775,4123,0
1576,-0.3292883,-0.25931454,0.22189789,4123,1
1577,-0.5058546,-0.16200382,0.22096255,4123,2
1578,-0.2605793,0.53386706,-0.38199914,4123,4
1579,-0.32967436,0.77162606,-0.4806521,4124,0
1580,0.21597585,-0.7459352,0.1406956,4124,1
1581,1.2129335,0.61018234,-0.21539924,4124,2
1582,-0.66176236,-0.8282234,0.14580947,4125,0
1583,-0.6049363,-0.7291855,0.12200369,4125,2
1584,-0.41346964,-0.30242386,0.08943914,4126,0
1585,-0.047831077,-0.19405366,0.031026706,4126,1
1586,-0.17767327,-0.4299387,0.11216178,4126,2
1587,-0.19814564,-0.36001545,0.11314279,4126,4
1588,0.13464385,1.3429917,-0.48006204,4127,0
1589,0.30857235,1.4552811,-0.495158,4127,2
1590,-0.74717873,0.20708115,-0.17508717,4135,0
1591,0.49239516,-1.1097735,-0.4386927,4135,1
1592,-1.831699,-2.9826086,1.4017317,4135,2
1593,-1.9829447,1.532039,0.9241053,4136,0
1594,0.08186446,1.0979512,-0.48136306,4139,0
